GO.ID	Term	Annotated	Significant	Expected	p_val	FDR	status_name	DAG_level	study	comparison	genelist	comb
GO:0015793	glycerol transport	6	6	1.19	6.10275016314613e-05	0.000991553419924339	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0018316	peptide cross-linking via L-cystine	6	6	1.19	6.10275016314613e-05	0.000991553419924339	significant	10	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0019419	sulfate reduction	6	6	1.19	6.10275016314613e-05	0.000991553419924339	significant	5	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0071454	cellular response to anoxia	6	6	1.19	6.10275016314613e-05	0.000991553419924339	significant	7	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0080152	regulation of reductive pentose-phosphat...	6	6	1.19	6.10275016314613e-05	0.000991553419924339	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0080153	negative regulation of reductive pentose...	6	6	1.19	6.10275016314613e-05	0.000991553419924339	significant	10	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0097577	sequestering of iron ion	6	6	1.19	6.10275016314613e-05	0.000991553419924339	significant	12	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0009611	response to wounding	622	163	123.46	6.13086153012245e-05	0.00099300797845702	significant	4	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0042401	cellular biogenic amine biosynthetic pro...	90	34	17.86	6.19143600292404e-05	0.000996590459725321	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0042435	indole-containing compound biosynthetic ...	112	40	22.23	6.49851944966188e-05	0.00104076355775683	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0006979	response to oxidative stress	1143	279	226.87	6.85283643271039e-05	0.00109286926863809	significant	4	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0046339	diacylglycerol metabolic process	25	14	4.96	6.93536296338364e-05	0.00110263761469992	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0006651	diacylglycerol biosynthetic process	17	11	3.37	6.98671881623735e-05	0.00110740561542991	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0034755	iron ion transmembrane transport	34	17	6.75	8.00212653031282e-05	0.00124933305949002	significant	10	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0010036	response to boron-containing substance	8	7	1.59	8.00267365909098e-05	0.00124933305949002	significant	4	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:1901663	quinone biosynthetic process	77	30	15.28	8.49097099807162e-05	0.00131762582883249	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0009809	lignin biosynthetic process	88	33	17.47	9.32761960911938e-05	0.00143457128884468	significant	7	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0046916	cellular transition metal ion homeostasi...	88	33	17.47	9.32761960911938e-05	0.00143457128884468	significant	10	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0042775	mitochondrial ATP synthesis coupled elec...	23	13	4.57	0.000111359418099709	0.00170762089944021	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0015800	acidic amino acid transport	41	19	8.14	0.000114704614320352	0.00175372866083299	significant	10	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0010205	photoinhibition	26	14	5.16	0.000122822701349596	0.00186683302373888	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0009817	defense response to fungus, incompatible...	115	40	22.83	0.000126348673390035	0.00191481045082033	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0065002	intracellular protein transmembrane tran...	134	45	26.6	0.000128094739814042	0.0019356123511842	significant	10	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0065003	protein-containing complex assembly	856	213	169.91	0.000153288274329602	0.0022827460252938	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0006696	ergosterol biosynthetic process	13	9	2.58	0.000155471608514125	0.0022827460252938	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0008204	ergosterol metabolic process	13	9	2.58	0.000155471608514125	0.0022827460252938	significant	7	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0044107	cellular alcohol metabolic process	13	9	2.58	0.000155471608514125	0.0022827460252938	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0071493	cellular response to UV-B	13	9	2.58	0.000155471608514125	0.0022827460252938	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0042742	defense response to bacterium	972	238	192.93	0.000186373959124331	0.0027134163768017	significant	7	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0005977	glycogen metabolic process	36	17	7.15	0.000196149454368249	0.00283978386030903	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0009086	methionine biosynthetic process	49	21	9.73	0.000202337827315022	0.00290503312735114	significant	11	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0006801	superoxide metabolic process	56	23	11.12	0.000221385696556004	0.00313166174728198	significant	5	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0032055	negative regulation of translation in re...	11	8	2.18	0.00022174799561113	0.00313166174728198	significant	11	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0080170	hydrogen peroxide transmembrane transpor...	11	8	2.18	0.00022174799561113	0.00313166174728198	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0019430	removal of superoxide radicals	46	20	9.13	0.000225360718123541	0.00315687730279543	significant	10	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0071450	cellular response to oxygen radical	46	20	9.13	0.000225360718123541	0.00315687730279543	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0071451	cellular response to superoxide	46	20	9.13	0.000225360718123541	0.00315687730279543	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:1901475	pyruvate transmembrane transport	16	10	3.18	0.00023076179042884	0.00321515688116311	significant	11	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0043207	response to external biotic stimulus	2410	545	478.35	0.000256556535338956	0.00355543455257168	significant	4	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0051707	response to other organism	2410	545	478.35	0.000256556535338956	0.00355543455257168	significant	5	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0034599	cellular response to oxidative stress	170	53	33.74	0.000296581253211613	0.00408736666577176	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:2000122	negative regulation of stomatal complex ...	9	7	1.79	0.000297840963752387	0.00408736666577176	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0043604	amide biosynthetic process	1506	352	298.92	0.00030912393687136	0.0042274125720429	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0006094	gluconeogenesis	34	16	6.75	0.000316578535320571	0.00431796460149084	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0006564	L-serine biosynthetic process	22	12	4.37	0.000322387769496227	0.00438565829212322	significant	11	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0042402	cellular biogenic amine catabolic proces...	31	15	6.15	0.000332508226354539	0.00449971315194667	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0055065	metal ion homeostasis	303	85	60.14	0.0003494195607811	0.00471625412377198	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0071461	cellular response to redox state	7	6	1.39	0.00035457176865209	0.00475025806012034	significant	4	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:1902475	L-alpha-amino acid transmembrane transpo...	44	19	8.73	0.000357505935129143	0.00475025806012034	significant	11	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0019755	one-carbon compound transport	14	9	2.78	0.000358354408934411	0.00475025806012034	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0046337	phosphatidylethanolamine metabolic proce...	14	9	2.78	0.000358354408934411	0.00475025806012034	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0034754	cellular hormone metabolic process	79	29	15.68	0.000367691069398533	0.00486158880788927	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0000162	tryptophan biosynthetic process	41	18	8.14	0.000397114894159517	0.00522397587926085	significant	10	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0046219	indolalkylamine biosynthetic process	41	18	8.14	0.000397114894159517	0.00522397587926085	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0080027	response to herbivore	48	20	9.53	0.000446427728720351	0.00585780991887995	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0043043	peptide biosynthetic process	1375	322	272.92	0.000479454221889541	0.00627528088902397	significant	7	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0015813	L-glutamate transmembrane transport	32	15	6.35	0.000511606997543846	0.00667924198556614	significant	12	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0019243	methylglyoxal catabolic process to D-lac...	20	11	3.97	0.000523644418481003	0.00681921864569607	significant	10	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0071941	nitrogen cycle metabolic process	52	21	10.32	0.000537357114032358	0.00694544120206911	significant	4	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0071486	cellular response to high light intensit...	12	8	2.38	0.000548960512248635	0.00706020430517289	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:1902358	sulfate transmembrane transport	23	12	4.57	0.000552600516474246	0.00707352345508736	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0019319	hexose biosynthetic process	42	18	8.34	0.00056695081019891	0.00723769962872156	significant	7	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0042126	nitrate metabolic process	49	20	9.73	0.00061476559175851	0.00779053804910601	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0042128	nitrate assimilation	49	20	9.73	0.00061476559175851	0.00779053804910601	significant	7	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0045037	protein import into chloroplast stroma	67	25	13.3	0.000687199529501363	0.00868720771074528	significant	12	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0009082	branched-chain amino acid biosynthetic p...	36	16	7.15	0.00070043112612596	0.00883293072192421	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0009052	pentose-phosphate shunt, non-oxidative b...	15	9	2.98	0.000737882727195908	0.00928263634722425	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0034308	primary alcohol metabolic process	33	15	6.55	0.000766898272932832	0.00962013467862294	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0010597	green leaf volatile biosynthetic process	18	10	3.57	0.000852201429631079	0.0105922302392755	significant	10	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0019372	lipoxygenase pathway	18	10	3.57	0.000852201429631079	0.0105922302392755	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0005986	sucrose biosynthetic process	21	11	4.17	0.000902949398113322	0.0111961405034004	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0042398	cellular modified amino acid biosyntheti...	54	21	10.72	0.000966881117334946	0.0119602501936683	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0005984	disaccharide metabolic process	130	41	25.8	0.00104962352136298	0.0129220872000577	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0009610	response to symbiotic fungus	31	14	6.15	0.00123601202734422	0.0151090809852007	significant	7	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0006749	glutathione metabolic process	41	17	8.14	0.00125403628249502	0.0152933412992276	significant	7	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0015988	energy coupled proton transmembrane tran...	55	21	10.92	0.00127479800168821	0.0154737190696721	significant	10	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0019252	starch biosynthetic process	55	21	10.92	0.00127479800168821	0.0154737190696721	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0010233	phloem transport	38	16	7.54	0.00142391806771183	0.0170442663855668	significant	7	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0035235	ionotropic glutamate receptor signaling ...	38	16	7.54	0.00142391806771183	0.0170442663855668	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0005978	glycogen biosynthetic process	22	11	4.37	0.00148351102673042	0.0177166766164603	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0006122	mitochondrial electron transport, ubiqui...	6	5	1.19	0.00154087551911529	0.0181042878868969	significant	10	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0009915	phloem sucrose loading	6	5	1.19	0.00154087551911529	0.0181042878868969	significant	10	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0015768	maltose transport	6	5	1.19	0.00154087551911529	0.0181042878868969	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0030505	inorganic diphosphate transport	6	5	1.19	0.00154087551911529	0.0181042878868969	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0080029	cellular response to boron-containing su...	6	5	1.19	0.00154087551911529	0.0181042878868969	significant	7	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0030187	melatonin biosynthetic process	4	4	0.79	0.0015508979011735	0.0181042878868969	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0046482	para-aminobenzoic acid metabolic process	4	4	0.79	0.0015508979011735	0.0181042878868969	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0062055	photosynthetic state transition	4	4	0.79	0.0015508979011735	0.0181042878868969	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0080005	photosystem stoichiometry adjustment	4	4	0.79	0.0015508979011735	0.0181042878868969	significant	7	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0009231	riboflavin biosynthetic process	35	15	6.95	0.00160699479269347	0.0186332304486135	significant	7	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0009313	oligosaccharide catabolic process	29	13	5.76	0.00199425864902921	0.0229184979554731	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0010106	cellular response to iron ion starvation	17	9	3.37	0.00243534001536921	0.0274535669645323	significant	12	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0009435	NAD biosynthetic process	20	10	3.97	0.00243655041552862	0.0274535669645323	significant	12	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0019509	L-methionine salvage from methylthioaden...	20	10	3.97	0.00243655041552862	0.0274535669645323	significant	14	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0042559	pteridine-containing compound biosynthet...	33	14	6.55	0.00256025702699171	0.0285987331269354	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:1903409	reactive oxygen species biosynthetic pro...	92	30	18.26	0.00264445924754578	0.0294125156223815	significant	5	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0009099	valine biosynthetic process	9	6	1.79	0.00293893866700211	0.0321361162680843	significant	10	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0009854	oxidative photosynthetic carbon pathway	9	6	1.79	0.00293893866700211	0.0321361162680843	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0019464	glycine decarboxylation via glycine clea...	9	6	1.79	0.00293893866700211	0.0321361162680843	significant	12	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0071918	urea transmembrane transport	9	6	1.79	0.00293893866700211	0.0321361162680843	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0080149	sucrose induced translational repression	9	6	1.79	0.00293893866700211	0.0321361162680843	significant	12	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:1904143	positive regulation of carotenoid biosyn...	9	6	1.79	0.00293893866700211	0.0321361162680843	significant	11	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0042744	hydrogen peroxide catabolic process	145	43	28.78	0.00304855195325469	0.033194631877561	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0006836	neurotransmitter transport	37	15	7.34	0.00310411527285626	0.0337287829333626	significant	5	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0006833	water transport	59	21	11.71	0.00347612994239121	0.0374569261775751	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0000103	sulfate assimilation	24	11	4.76	0.00354724840884079	0.0379863398822765	significant	5	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0009396	folic acid-containing compound biosynthe...	24	11	4.76	0.00354724840884079	0.0379863398822765	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0015976	carbon utilization	21	10	4.17	0.00383073315863345	0.0407693839038956	significant	2	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0006353	DNA-templated transcription, termination	18	9	3.57	0.00401847860110733	0.0424937333794022	significant	11	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0008615	pyridoxine biosynthetic process	15	8	2.98	0.0040255495059399	0.0424937333794022	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0009635	response to herbicide	38	15	7.54	0.00419989605882001	0.0442440269773661	significant	5	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0046112	nucleobase biosynthetic process	49	18	9.73	0.00448548508288134	0.0469662003728768	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0046901	tetrahydrofolylpolyglutamate biosyntheti...	7	5	1.39	0.00450663489527327	0.0470925174641157	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0072348	sulfur compound transport	64	22	12.7	0.0045861958631579	0.0477314320456776	significant	5	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0009645	response to low light intensity stimulus	42	16	8.34	0.00477396814310001	0.0495861260234215	significant	7	SRP356530	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0065007	biological regulation	9143	1595	1306.79	1.72508286064222e-24	8.94110446670864e-21	significant	2	SRP356530	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0050789	regulation of biological process	8177	1439	1168.72	5.08849040128115e-23	1.31868228749201e-19	significant	3	SRP356530	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0050794	regulation of cellular process	7000	1242	1000.5	1.77861338853644e-20	3.07285106426146e-17	significant	4	SRP356530	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0051252	regulation of RNA metabolic process	3088	617	441.36	3.91082771876979e-20	5.06745501659595e-17	significant	8	SRP356530	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0010468	regulation of gene expression	3889	743	555.85	4.3101806104578e-19	4.46793322080056e-16	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0019219	regulation of nucleobase-containing comp...	3186	626	455.37	1.02578812801441e-18	8.86109977916444e-16	significant	6	SRP356530	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:0060255	regulation of macromolecule metabolic pr...	4607	854	658.47	2.37828077548203e-18	1.7609470370462e-15	significant	5	SRP356530	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:1903506	regulation of nucleic acid-templated tra...	2972	588	424.78	3.23868756616705e-18	1.8651241839382e-15	significant	10	SRP356530	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
GO:2001141	regulation of RNA biosynthetic process	2972	588	424.78	3.23868756616705e-18	1.8651241839382e-15	significant	9	SRP356530	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP356530/LEAVES_D-LEAVES_C
